,Apprehension Date,Apprehension AOR,citizenship_country,citizenship_country_cleaned,Continent,Country
415,2025-10-15,New York City,"China, Peoples Republic Of",China,Asia,China
416,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
417,2025-10-15,San Antonio,Colombia,Colombia,South America,Colombia
418,2025-10-15,Chicago,Venezuela,Venezuela,South America,Venezuela
419,2025-10-15,Dallas,Colombia,Colombia,South America,Colombia
420,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
421,2025-10-15,Detroit,Guatemala,Guatemala,North America,Guatemala
422,2025-10-15,Miami,Nicaragua,Nicaragua,North America,Nicaragua
423,2025-10-14,Houston,Honduras,Honduras,North America,Honduras
424,2025-10-15,New Orleans,Venezuela,Venezuela,South America,Venezuela
425,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
426,2025-10-15,New York City,Guatemala,Guatemala,North America,Guatemala
427,2025-10-15,San Antonio,Venezuela,Venezuela,South America,Venezuela
428,2025-10-15,Dallas,Nicaragua,Nicaragua,North America,Nicaragua
429,2025-10-15,New York City,Colombia,Colombia,South America,Colombia
430,2025-10-15,Philadelphia,Haiti,Haiti,North America,Haiti
431,2025-10-15,Boston,Mexico,Mexico,North America,Mexico
432,2025-10-15,Miami,Haiti,Haiti,North America,Haiti
433,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
434,2025-10-12,San Diego,Mexico,Mexico,North America,Mexico
435,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
436,2025-10-15,Denver,Guatemala,Guatemala,North America,Guatemala
437,2025-10-15,New York City,Guatemala,Guatemala,North America,Guatemala
438,2025-10-15,New Orleans,Honduras,Honduras,North America,Honduras
439,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
440,2025-10-15,Detroit,Guatemala,Guatemala,North America,Guatemala
441,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
442,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
443,2025-10-15,Detroit,Nicaragua,Nicaragua,North America,Nicaragua
444,2025-10-15,Miami,Dominican Republic,Dominican Republic,North America,Dominican Republic
445,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
446,2025-10-15,New York City,Guatemala,Guatemala,North America,Guatemala
447,2025-10-15,Detroit,Honduras,Honduras,North America,Honduras
448,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
449,2025-10-15,Atlanta,Honduras,Honduras,North America,Honduras
450,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
451,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
452,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
453,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
454,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
455,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
456,2025-10-15,Boston,Guatemala,Guatemala,North America,Guatemala
457,2025-10-15,New York City,"China, Peoples Republic Of",China,Asia,China
458,2025-10-15,Los Angeles,Ussr,Russia,Asia,Russia
459,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
460,2025-10-15,Dallas,Cuba,Cuba,North America,Cuba
461,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
462,2025-10-15,Buffalo,Mauritania,Mauritania,Africa,Mauritania
463,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
464,2025-10-15,Boston,Guatemala,Guatemala,North America,Guatemala
465,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
466,2025-10-15,Chicago,Venezuela,Venezuela,South America,Venezuela
467,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
468,2025-10-15,Buffalo,Ecuador,Ecuador,South America,Ecuador
469,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
470,2025-02-25,Houston,Mexico,Mexico,North America,Mexico
471,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
472,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
473,2025-10-15,Washington,Honduras,Honduras,North America,Honduras
474,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
475,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
476,2025-10-15,St. Paul,Guatemala,Guatemala,North America,Guatemala
477,2025-10-15,St. Paul,Nicaragua,Nicaragua,North America,Nicaragua
478,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
479,2025-10-15,Denver,Mexico,Mexico,North America,Mexico
480,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
481,2025-10-15,Miami,Cuba,Cuba,North America,Cuba
482,2025-10-15,Chicago,"China, Peoples Republic Of",China,Asia,China
483,2025-10-15,Buffalo,Ecuador,Ecuador,South America,Ecuador
484,2025-10-15,Boston,Nicaragua,Nicaragua,North America,Nicaragua
485,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
486,2025-10-15,Dallas,Colombia,Colombia,South America,Colombia
487,2025-10-15,Phoenix,Mexico,Mexico,North America,Mexico
488,2025-10-13,Miami,Costa Rica,Costa Rica,North America,Costa Rica
489,2025-10-15,Newark,Colombia,Colombia,South America,Colombia
490,2025-10-15,Chicago,Uzbekistan,Uzbekistan,Asia,Uzbekistan
491,2025-10-15,Detroit,Guatemala,Guatemala,North America,Guatemala
492,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
493,2025-10-11,Dallas,El Salvador,El Salvador,North America,El Salvador
494,2025-10-15,Salt Lake City,Mexico,Mexico,North America,Mexico
495,2025-10-15,San Francisco,Peru,Peru,South America,Peru
496,2025-10-15,Chicago,Venezuela,Venezuela,South America,Venezuela
497,2025-10-15,San Francisco,Peru,Peru,South America,Peru
498,2025-10-15,San Francisco,Mexico,Mexico,North America,Mexico
499,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
500,2025-10-15,Newark,Brazil,Brazil,South America,Brazil
501,2025-10-15,San Francisco,El Salvador,El Salvador,North America,El Salvador
502,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
503,2025-10-15,Dallas,El Salvador,El Salvador,North America,El Salvador
504,2025-10-15,Miami,Haiti,Haiti,North America,Haiti
505,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
506,2025-10-15,Dallas,Jordan,Jordan,Asia,Jordan
507,2025-10-14,Houston,Mexico,Mexico,North America,Mexico
508,2025-10-15,Chicago,Venezuela,Venezuela,South America,Venezuela
509,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
510,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
511,2025-10-15,Boston,Honduras,Honduras,North America,Honduras
512,2025-10-15,Miami,Guyana,Guyana,South America,Guyana
513,2025-10-14,Houston,Nicaragua,Nicaragua,North America,Nicaragua
514,2025-10-15,Phoenix,Mexico,Mexico,North America,Mexico
515,2025-10-15,Detroit,Spain,Spain,Europe,Spain
516,2025-10-15,St. Paul,Guatemala,Guatemala,North America,Guatemala
517,2025-10-15,Chicago,Guatemala,Guatemala,North America,Guatemala
518,2025-10-15,St. Paul,Guatemala,Guatemala,North America,Guatemala
519,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
520,2025-10-15,Atlanta,Honduras,Honduras,North America,Honduras
521,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
522,2025-10-15,Washington,Mexico,Mexico,North America,Mexico
523,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
524,2024-12-09,San Antonio,Mexico,Mexico,North America,Mexico
525,2025-10-15,Los Angeles,Mexico,Mexico,North America,Mexico
526,2025-10-15,Chicago,Senegal,Senegal,Africa,Senegal
527,2025-10-15,Detroit,Guatemala,Guatemala,North America,Guatemala
528,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
529,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
530,2025-10-15,Washington,Honduras,Honduras,North America,Honduras
531,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
532,2025-10-15,Washington,Mexico,Mexico,North America,Mexico
533,2025-10-15,Detroit,Mexico,Mexico,North America,Mexico
534,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
535,2025-10-15,Boston,Brazil,Brazil,South America,Brazil
536,2025-10-15,New Orleans,Honduras,Honduras,North America,Honduras
537,2025-10-15,Washington,Honduras,Honduras,North America,Honduras
538,2025-10-15,Atlanta,El Salvador,El Salvador,North America,El Salvador
539,2025-10-15,Denver,Mexico,Mexico,North America,Mexico
540,2025-10-15,Chicago,Guatemala,Guatemala,North America,Guatemala
541,2025-01-21,Chicago,Guatemala,Guatemala,North America,Guatemala
542,2025-10-15,New York City,Ecuador,Ecuador,South America,Ecuador
543,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
544,2025-10-15,Dallas,Cuba,Cuba,North America,Cuba
545,2025-10-15,San Antonio,Cuba,Cuba,North America,Cuba
546,2025-10-15,Detroit,Nicaragua,Nicaragua,North America,Nicaragua
547,2025-10-15,Los Angeles,Guatemala,Guatemala,North America,Guatemala
548,2025-10-15,Los Angeles,Guatemala,Guatemala,North America,Guatemala
549,2025-10-15,Los Angeles,Guatemala,Guatemala,North America,Guatemala
550,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
551,2025-10-15,Detroit,Mexico,Mexico,North America,Mexico
552,2025-10-15,Los Angeles,Guatemala,Guatemala,North America,Guatemala
553,2025-10-15,Los Angeles,Guatemala,Guatemala,North America,Guatemala
554,2025-10-15,New York City,Bangladesh,Bangladesh,Asia,Bangladesh
555,2025-10-15,Los Angeles,El Salvador,El Salvador,North America,El Salvador
556,2025-10-15,St. Paul,Mexico,Mexico,North America,Mexico
557,2025-10-15,Chicago,Kyrgyzstan,Kyrgyzstan,Asia,Kyrgyzstan
558,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
559,2025-10-15,Philadelphia,Mexico,Mexico,North America,Mexico
560,2025-10-15,Newark,Honduras,Honduras,North America,Honduras
561,2025-10-14,Chicago,Venezuela,Venezuela,South America,Venezuela
562,2025-10-15,Buffalo,Mexico,Mexico,North America,Mexico
563,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
564,2025-08-11,Phoenix,Mexico,Mexico,North America,Mexico
565,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
566,2025-10-15,Detroit,Mexico,Mexico,North America,Mexico
567,2025-10-15,St. Paul,Guatemala,Guatemala,North America,Guatemala
568,2025-10-15,San Antonio,Guatemala,Guatemala,North America,Guatemala
569,2025-10-15,New York City,Guyana,Guyana,South America,Guyana
570,2025-10-15,San Francisco,Mexico,Mexico,North America,Mexico
571,2025-10-15,Seattle,Venezuela,Venezuela,South America,Venezuela
572,2025-10-15,New York City,Mexico,Mexico,North America,Mexico
573,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
574,2025-10-15,Philadelphia,India,India,Asia,India
575,2025-10-15,New York City,Honduras,Honduras,North America,Honduras
576,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
577,2025-10-15,San Francisco,Peru,Peru,South America,Peru
578,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
579,2025-10-15,Chicago,India,India,Asia,India
580,2025-10-15,San Antonio,Cuba,Cuba,North America,Cuba
581,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
582,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
583,2025-06-16,Phoenix,Mexico,Mexico,North America,Mexico
584,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
585,2025-10-15,Chicago,Guatemala,Guatemala,North America,Guatemala
586,2025-02-03,St. Paul,Guatemala,Guatemala,North America,Guatemala
587,2025-10-15,Chicago,Venezuela,Venezuela,South America,Venezuela
588,2025-10-15,San Francisco,Honduras,Honduras,North America,Honduras
589,2025-10-15,New York City,Nepal,Nepal,Asia,Nepal
590,2025-10-15,Phoenix,Mexico,Mexico,North America,Mexico
591,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
592,2025-10-15,Chicago,Honduras,Honduras,North America,Honduras
593,2025-10-15,San Antonio,Guatemala,Guatemala,North America,Guatemala
594,2025-10-15,Atlanta,Cuba,Cuba,North America,Cuba
595,2025-10-15,Miami,Honduras,Honduras,North America,Honduras
596,2025-10-15,New York City,Mexico,Mexico,North America,Mexico
597,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
598,2025-10-15,Seattle,Venezuela,Venezuela,South America,Venezuela
599,2025-10-15,Chicago,Honduras,Honduras,North America,Honduras
600,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
601,2025-10-15,New York City,Ecuador,Ecuador,South America,Ecuador
602,2025-10-15,San Antonio,Guatemala,Guatemala,North America,Guatemala
603,2025-10-15,Buffalo,Venezuela,Venezuela,South America,Venezuela
604,2025-10-15,Newark,Nicaragua,Nicaragua,North America,Nicaragua
605,2025-10-15,Newark,Burkina Faso,Burkina,Africa,Burkina
606,2025-10-15,Miami,Nicaragua,Nicaragua,North America,Nicaragua
607,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
608,2025-10-15,San Antonio,Cuba,Cuba,North America,Cuba
609,2025-10-15,Dallas,Jordan,Jordan,Asia,Jordan
610,2025-10-15,Harlingen,Mexico,Mexico,North America,Mexico
611,2025-10-15,Miami,Cuba,Cuba,North America,Cuba
612,2025-10-15,San Antonio,Nicaragua,Nicaragua,North America,Nicaragua
613,2025-10-15,Buffalo,Cuba,Cuba,North America,Cuba
614,2025-10-15,Atlanta,Honduras,Honduras,North America,Honduras
615,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
616,2025-09-05,Miami,Honduras,Honduras,North America,Honduras
617,2025-10-15,San Antonio,Honduras,Honduras,North America,Honduras
618,2025-10-13,Miami,Guatemala,Guatemala,North America,Guatemala
619,2025-10-14,Miami,Guatemala,Guatemala,North America,Guatemala
620,2025-10-15,Los Angeles,Indonesia,Indonesia,Asia,Indonesia
621,2025-10-13,Miami,Guatemala,Guatemala,North America,Guatemala
622,2025-10-15,Newark,Costa Rica,Costa Rica,North America,Costa Rica
623,2025-10-15,New York City,El Salvador,El Salvador,North America,El Salvador
624,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
625,2025-10-15,San Antonio,Nicaragua,Nicaragua,North America,Nicaragua
626,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
627,2025-10-15,Harlingen,Mexico,Mexico,North America,Mexico
628,2025-10-15,New York City,Venezuela,Venezuela,South America,Venezuela
629,2025-10-15,Philadelphia,El Salvador,El Salvador,North America,El Salvador
630,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
631,2025-10-14,Atlanta,Honduras,Honduras,North America,Honduras
632,2025-10-15,New York City,Venezuela,Venezuela,South America,Venezuela
633,2025-10-15,Dallas,Nicaragua,Nicaragua,North America,Nicaragua
634,2025-10-15,Chicago,Nicaragua,Nicaragua,North America,Nicaragua
635,2025-10-15,Houston,El Salvador,El Salvador,North America,El Salvador
636,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
637,2025-10-15,New York City,Georgia,Georgia,Europe,Georgia
638,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
639,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
640,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
641,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
642,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
643,2025-10-15,Chicago,Colombia,Colombia,South America,Colombia
644,2025-10-15,Newark,Dominican Republic,Dominican Republic,North America,Dominican Republic
645,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
646,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
647,2025-10-15,Los Angeles,Mexico,Mexico,North America,Mexico
648,2025-10-15,Atlanta,Honduras,Honduras,North America,Honduras
649,2025-10-15,Salt Lake City,Mexico,Mexico,North America,Mexico
650,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
651,2025-10-15,San Francisco,Mexico,Mexico,North America,Mexico
652,2025-10-15,Los Angeles,Mexico,Mexico,North America,Mexico
653,2025-05-24,Los Angeles,Mexico,Mexico,North America,Mexico
654,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
655,2025-10-15,Dallas,Guatemala,Guatemala,North America,Guatemala
656,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
657,2025-10-15,Dallas,Guatemala,Guatemala,North America,Guatemala
658,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
659,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
660,2025-10-15,Houston,Cuba,Cuba,North America,Cuba
661,2025-10-15,Harlingen,Mexico,Mexico,North America,Mexico
662,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
663,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
664,2025-10-15,San Francisco,El Salvador,El Salvador,North America,El Salvador
665,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
666,2025-10-15,Los Angeles,Mexico,Mexico,North America,Mexico
667,2025-10-15,Denver,Cuba,Cuba,North America,Cuba
668,2025-10-13,Miami,Honduras,Honduras,North America,Honduras
669,2025-10-15,Dallas,Guatemala,Guatemala,North America,Guatemala
670,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
671,2025-10-15,Chicago,Colombia,Colombia,South America,Colombia
672,2025-10-15,San Antonio,Honduras,Honduras,North America,Honduras
673,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
674,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
675,2025-10-15,San Francisco,Venezuela,Venezuela,South America,Venezuela
676,2025-10-15,Chicago,El Salvador,El Salvador,North America,El Salvador
677,2025-10-15,Chicago,Honduras,Honduras,North America,Honduras
678,2025-10-15,Chicago,Venezuela,Venezuela,South America,Venezuela
679,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
680,2025-10-15,St. Paul,Guatemala,Guatemala,North America,Guatemala
681,2025-10-15,Dallas,El Salvador,El Salvador,North America,El Salvador
682,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
683,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
684,2025-10-15,Washington,Honduras,Honduras,North America,Honduras
685,2025-10-15,Buffalo,Ecuador,Ecuador,South America,Ecuador
686,2025-10-15,Dallas,"China, Peoples Republic Of",China,Asia,China
687,2025-10-15,San Antonio,Honduras,Honduras,North America,Honduras
688,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
689,2025-10-15,Los Angeles,Mexico,Mexico,North America,Mexico
690,2025-10-15,New Orleans,El Salvador,El Salvador,North America,El Salvador
691,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
692,2025-10-15,Philadelphia,Mexico,Mexico,North America,Mexico
693,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
694,2025-10-15,New Orleans,Uzbekistan,Uzbekistan,Asia,Uzbekistan
695,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
696,2025-10-15,Atlanta,Honduras,Honduras,North America,Honduras
697,2025-10-15,Houston,Guatemala,Guatemala,North America,Guatemala
698,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
699,2025-10-15,Newark,Mexico,Mexico,North America,Mexico
700,2025-10-15,Philadelphia,India,India,Asia,India
701,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
702,2025-10-15,San Francisco,Honduras,Honduras,North America,Honduras
703,2025-10-15,Seattle,Eritrea,Eritrea,Africa,Eritrea
704,2025-10-15,Miami,Nicaragua,Nicaragua,North America,Nicaragua
705,2025-10-15,San Francisco,Mexico,Mexico,North America,Mexico
706,2025-10-15,Philadelphia,Dominican Republic,Dominican Republic,North America,Dominican Republic
707,2025-10-15,Denver,Cuba,Cuba,North America,Cuba
