,Apprehension Date,Apprehension AOR,citizenship_country,citizenship_country_cleaned,Continent,Country
153296,2025-04-21,Atlanta,Mexico,Mexico,North America,Mexico
153297,2025-04-22,Atlanta,Mexico,Mexico,North America,Mexico
153298,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153299,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153300,2025-04-23,Miami,Honduras,Honduras,North America,Honduras
153301,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153302,2025-04-23,Miami,Honduras,Honduras,North America,Honduras
153303,2025-04-23,Miami,Venezuela,Venezuela,South America,Venezuela
153304,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153305,2025-04-22,Atlanta,Mexico,Mexico,North America,Mexico
153306,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153307,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153308,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153309,2025-04-23,Los Angeles,Vietnam,Vietnam,Asia,Vietnam
153310,2025-04-23,Miami,Colombia,Colombia,South America,Colombia
153311,2025-04-23,Chicago,El Salvador,El Salvador,North America,El Salvador
153312,2025-04-23,Houston,Mexico,Mexico,North America,Mexico
153313,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153314,2025-04-23,Chicago,Venezuela,Venezuela,South America,Venezuela
153315,2025-04-23,San Antonio,Nicaragua,Nicaragua,North America,Nicaragua
153316,2025-04-23,Miami,Peru,Peru,South America,Peru
153317,2025-04-23,Philadelphia,Uzbekistan,Uzbekistan,Asia,Uzbekistan
153318,2025-04-23,Miami,Nicaragua,Nicaragua,North America,Nicaragua
153319,2025-04-23,Miami,Nicaragua,Nicaragua,North America,Nicaragua
153320,2025-04-23,San Francisco,Mexico,Mexico,North America,Mexico
153321,2025-04-23,Miami,Venezuela,Venezuela,South America,Venezuela
153322,2025-04-23,Philadelphia,Guatemala,Guatemala,North America,Guatemala
153323,2025-04-23,Houston,Honduras,Honduras,North America,Honduras
153324,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153325,2025-04-23,Philadelphia,Dominican Republic,Dominican Republic,North America,Dominican Republic
153326,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153327,2025-04-23,New Orleans,El Salvador,El Salvador,North America,El Salvador
153328,2025-04-23,Boston,Guatemala,Guatemala,North America,Guatemala
153329,2025-04-23,Harlingen,Mexico,Mexico,North America,Mexico
153330,2025-04-23,Detroit,Honduras,Honduras,North America,Honduras
153331,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153332,2025-04-23,Philadelphia,Honduras,Honduras,North America,Honduras
153333,2025-04-23,Atlanta,Honduras,Honduras,North America,Honduras
153334,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153335,2025-04-23,Atlanta,Honduras,Honduras,North America,Honduras
153336,2025-04-23,Miami,Argentina,Argentina,South America,Argentina
153337,2025-04-23,New Orleans,Nicaragua,Nicaragua,North America,Nicaragua
153338,2025-04-23,Atlanta,Guatemala,Guatemala,North America,Guatemala
153339,2025-04-23,Miami,Cuba,Cuba,North America,Cuba
153340,2025-04-23,Denver,Mexico,Mexico,North America,Mexico
153341,2025-04-23,St. Paul,Mexico,Mexico,North America,Mexico
153342,2025-02-22,St. Paul,Mexico,Mexico,North America,Mexico
153343,2025-04-23,Houston,Honduras,Honduras,North America,Honduras
153344,2025-04-23,Philadelphia,Mexico,Mexico,North America,Mexico
153345,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153346,2025-04-23,New Orleans,Venezuela,Venezuela,South America,Venezuela
153347,2025-04-23,Phoenix,Mexico,Mexico,North America,Mexico
153348,2025-04-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
153349,2025-04-23,Harlingen,South Africa,South Africa,Africa,South Africa
153350,2025-04-23,San Antonio,Mexico,Mexico,North America,Mexico
153351,2025-04-23,Chicago,Guatemala,Guatemala,North America,Guatemala
153352,2025-04-23,Houston,El Salvador,El Salvador,North America,El Salvador
153353,2025-04-23,Denver,Mexico,Mexico,North America,Mexico
153354,2025-02-26,Denver,Mexico,Mexico,North America,Mexico
153355,2025-04-23,Detroit,Haiti,Haiti,North America,Haiti
153356,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153357,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153358,2025-04-23,Detroit,Venezuela,Venezuela,South America,Venezuela
153359,2025-04-23,Houston,Mexico,Mexico,North America,Mexico
153360,2025-04-23,Salt Lake City,Mexico,Mexico,North America,Mexico
153361,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153362,2025-04-23,Detroit,Dominican Republic,Dominican Republic,North America,Dominican Republic
153363,2025-04-23,St. Paul,Colombia,Colombia,South America,Colombia
153364,2025-04-23,Detroit,Albania,Albania,Europe,Albania
153365,2025-04-23,Harlingen,Mexico,Mexico,North America,Mexico
153366,2025-04-23,Detroit,Honduras,Honduras,North America,Honduras
153367,2025-04-23,Detroit,Venezuela,Venezuela,South America,Venezuela
153368,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153369,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153370,2025-04-23,Detroit,Venezuela,Venezuela,South America,Venezuela
153371,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153372,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153373,2025-04-23,Los Angeles,"China, Peoples Republic Of",China,Asia,China
153374,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153375,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153376,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153377,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153378,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153379,2025-04-23,Buffalo,Jamaica,Jamaica,North America,Jamaica
153380,2025-04-23,Philadelphia,Mexico,Mexico,North America,Mexico
153381,2025-04-24,St. Paul,Mexico,Mexico,North America,Mexico
153382,2025-04-23,Chicago,Honduras,Honduras,North America,Honduras
153383,2025-04-23,San Francisco,Mexico,Mexico,North America,Mexico
153384,2025-04-23,San Francisco,Mexico,Mexico,North America,Mexico
153385,2025-04-23,Detroit,Somalia,Somalia,Africa,Somalia
153386,2025-04-23,St. Paul,Ecuador,Ecuador,South America,Ecuador
153387,2025-04-23,Phoenix,Mexico,Mexico,North America,Mexico
153388,2025-04-23,San Diego,Laos,Laos,Asia,Laos
153389,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153390,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153391,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153392,2025-04-23,St. Paul,Mexico,Mexico,North America,Mexico
153393,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153394,2025-04-23,St. Paul,Ecuador,Ecuador,South America,Ecuador
153395,2025-04-23,New Orleans,El Salvador,El Salvador,North America,El Salvador
153396,2025-04-23,Houston,Mexico,Mexico,North America,Mexico
153397,2025-04-23,Chicago,Peru,Peru,South America,Peru
153398,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153399,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153400,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153401,2025-04-23,Chicago,Honduras,Honduras,North America,Honduras
153402,2025-01-30,Chicago,Honduras,Honduras,North America,Honduras
153403,2025-04-23,San Antonio,Mexico,Mexico,North America,Mexico
153404,2025-04-23,Chicago,Venezuela,Venezuela,South America,Venezuela
153405,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153406,2025-04-23,New Orleans,Venezuela,Venezuela,South America,Venezuela
153407,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153408,2025-02-03,Atlanta,Mexico,Mexico,North America,Mexico
153409,2025-04-23,San Francisco,"China, Peoples Republic Of",China,Asia,China
153410,2025-04-23,Miami,Nicaragua,Nicaragua,North America,Nicaragua
153411,2025-01-28,Atlanta,Mexico,Mexico,North America,Mexico
153412,2025-04-23,Philadelphia,Guatemala,Guatemala,North America,Guatemala
153413,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153414,2025-04-23,Chicago,Mexico,Mexico,North America,Mexico
153415,2025-04-23,Philadelphia,Mexico,Mexico,North America,Mexico
153416,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153417,2025-04-24,Miami,Mexico,Mexico,North America,Mexico
153418,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153419,2025-04-23,Denver,Chile,Chile,South America,Chile
153420,2025-04-23,Philadelphia,Colombia,Colombia,South America,Colombia
153421,2025-04-23,Denver,Chile,Chile,South America,Chile
153422,2025-04-23,Denver,Chile,Chile,South America,Chile
153423,2025-04-23,Chicago,Cuba,Cuba,North America,Cuba
153424,2025-04-23,Miami,Brazil,Brazil,South America,Brazil
153425,2025-04-23,New Orleans,El Salvador,El Salvador,North America,El Salvador
153426,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153427,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153428,2025-04-23,Houston,Mexico,Mexico,North America,Mexico
153429,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153430,2025-04-23,Washington,El Salvador,El Salvador,North America,El Salvador
153431,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153432,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153433,2025-04-23,New Orleans,Venezuela,Venezuela,South America,Venezuela
153434,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153435,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153436,2025-04-23,Chicago,Mexico,Mexico,North America,Mexico
153437,2025-04-23,Chicago,Guatemala,Guatemala,North America,Guatemala
153438,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153439,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153440,2025-04-23,Chicago,Colombia,Colombia,South America,Colombia
153441,2025-04-23,New York City,Bangladesh,Bangladesh,Asia,Bangladesh
153442,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153443,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153444,2025-04-23,Baltimore,Nicaragua,Nicaragua,North America,Nicaragua
153445,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153446,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153447,2025-04-23,Chicago,Nigeria,Nigeria,Africa,Nigeria
153448,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153449,2025-04-22,Atlanta,Honduras,Honduras,North America,Honduras
153450,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153451,2025-05-21,St. Paul,Nicaragua,Nicaragua,North America,Nicaragua
153452,2025-04-23,St. Paul,Nicaragua,Nicaragua,North America,Nicaragua
153453,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153454,2025-04-23,Boston,United Kingdom,United Kingdom,Europe,United Kingdom
153455,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153456,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153457,2025-04-23,New York City,Venezuela,Venezuela,South America,Venezuela
153458,2025-04-23,Detroit,Guatemala,Guatemala,North America,Guatemala
153459,2025-04-23,Atlanta,Ecuador,Ecuador,South America,Ecuador
153460,2025-04-23,Chicago,Guatemala,Guatemala,North America,Guatemala
153461,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153462,2025-04-23,Phoenix,Cuba,Cuba,North America,Cuba
153463,2025-03-22,Salt Lake City,Cuba,Cuba,North America,Cuba
153464,2025-04-23,Denver,Venezuela,Venezuela,South America,Venezuela
153465,2025-04-23,New Orleans,El Salvador,El Salvador,North America,El Salvador
153466,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153467,2025-04-23,Denver,Mexico,Mexico,North America,Mexico
153468,2025-04-24,Phoenix,Mexico,Mexico,North America,Mexico
153469,2025-04-23,Harlingen,Guatemala,Guatemala,North America,Guatemala
153470,2025-04-23,Atlanta,Colombia,Colombia,South America,Colombia
153471,2025-04-23,Harlingen,Mexico,Mexico,North America,Mexico
153472,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153473,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153474,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153475,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153476,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153477,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153478,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153479,2025-04-23,Chicago,Mexico,Mexico,North America,Mexico
153480,2025-04-23,Chicago,Guatemala,Guatemala,North America,Guatemala
153481,2025-04-23,Houston,Guatemala,Guatemala,North America,Guatemala
153482,2025-04-23,Chicago,Colombia,Colombia,South America,Colombia
153483,2024-12-13,Miami,Colombia,Colombia,South America,Colombia
153484,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153485,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153486,2025-04-23,New Orleans,Honduras,Honduras,North America,Honduras
153487,2025-04-23,New Orleans,Honduras,Honduras,North America,Honduras
153488,2025-04-23,Washington,Dominican Republic,Dominican Republic,North America,Dominican Republic
153489,2025-04-23,San Antonio,El Salvador,El Salvador,North America,El Salvador
153490,2025-04-23,Miami,Honduras,Honduras,North America,Honduras
153491,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153492,2024-10-22,Miami,Guatemala,Guatemala,North America,Guatemala
153493,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153494,2025-04-23,Denver,Guatemala,Guatemala,North America,Guatemala
153495,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153496,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153497,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153498,2025-04-23,St. Paul,Mexico,Mexico,North America,Mexico
153499,2025-04-23,St. Paul,Mexico,Mexico,North America,Mexico
153500,2025-04-23,St. Paul,Mexico,Mexico,North America,Mexico
153501,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153502,2025-04-23,St. Paul,Guatemala,Guatemala,North America,Guatemala
153503,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153504,2025-04-23,St. Paul,Mexico,Mexico,North America,Mexico
153505,2025-04-23,Washington,Jamaica,Jamaica,North America,Jamaica
153506,2025-04-23,Atlanta,Honduras,Honduras,North America,Honduras
153507,2025-04-23,Los Angeles,Venezuela,Venezuela,South America,Venezuela
153508,2025-04-23,Los Angeles,Venezuela,Venezuela,South America,Venezuela
153509,2025-04-23,New Orleans,Honduras,Honduras,North America,Honduras
153510,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153511,2025-04-23,Houston,Venezuela,Venezuela,South America,Venezuela
153512,2025-04-24,Salt Lake City,Honduras,Honduras,North America,Honduras
153513,2025-04-23,Dallas,Venezuela,Venezuela,South America,Venezuela
153514,2025-04-23,Dallas,Guatemala,Guatemala,North America,Guatemala
153515,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153516,2025-04-23,Dallas,Honduras,Honduras,North America,Honduras
153517,2025-04-24,Salt Lake City,Mexico,Mexico,North America,Mexico
153518,2024-10-31,Salt Lake City,Mexico,Mexico,North America,Mexico
153519,2025-04-23,Dallas,Venezuela,Venezuela,South America,Venezuela
153520,2025-04-24,Salt Lake City,Colombia,Colombia,South America,Colombia
153521,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153522,2025-04-23,Dallas,Guatemala,Guatemala,North America,Guatemala
153523,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153524,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153525,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153526,2025-04-23,Dallas,"Micronesia, Federated States Of",Micronesia,Oceania,Micronesia
153527,2025-04-23,Boston,Mexico,Mexico,North America,Mexico
153528,2025-04-23,San Francisco,Colombia,Colombia,South America,Colombia
153529,2025-04-23,Houston,Nicaragua,Nicaragua,North America,Nicaragua
153530,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153531,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153532,2025-04-23,Atlanta,Nicaragua,Nicaragua,North America,Nicaragua
153533,2025-04-24,Dallas,"China, Peoples Republic Of",China,Asia,China
153534,2025-04-23,Dallas,"China, Peoples Republic Of",China,Asia,China
153535,2025-04-23,Dallas,Cuba,Cuba,North America,Cuba
153536,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153537,2025-04-23,Atlanta,Guatemala,Guatemala,North America,Guatemala
153538,2025-04-23,San Antonio,Venezuela,Venezuela,South America,Venezuela
153539,2024-11-12,San Antonio,Venezuela,Venezuela,South America,Venezuela
153540,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153541,2025-04-23,Chicago,Mexico,Mexico,North America,Mexico
153542,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153543,2025-04-23,Denver,Colombia,Colombia,South America,Colombia
153544,2025-04-23,Denver,Venezuela,Venezuela,South America,Venezuela
153545,2025-04-23,St. Paul,Guatemala,Guatemala,North America,Guatemala
153546,2025-04-23,New Orleans,Honduras,Honduras,North America,Honduras
153547,2025-04-23,San Antonio,El Salvador,El Salvador,North America,El Salvador
153548,2025-04-23,Atlanta,El Salvador,El Salvador,North America,El Salvador
153549,2025-04-16,Houston,Mexico,Mexico,North America,Mexico
153550,2025-04-23,Houston,Mexico,Mexico,North America,Mexico
153551,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153552,2025-04-23,New Orleans,Venezuela,Venezuela,South America,Venezuela
153553,2025-04-23,Atlanta,Honduras,Honduras,North America,Honduras
153554,2025-04-24,Salt Lake City,Mexico,Mexico,North America,Mexico
153555,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153556,2025-04-23,St. Paul,Guatemala,Guatemala,North America,Guatemala
153557,2025-04-25,Philadelphia,Honduras,Honduras,North America,Honduras
153558,2025-04-24,Salt Lake City,Mexico,Mexico,North America,Mexico
153559,2025-04-23,Baltimore,Jamaica,Jamaica,North America,Jamaica
153560,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153561,2025-04-23,Chicago,Mexico,Mexico,North America,Mexico
153562,2025-04-23,New Orleans,Honduras,Honduras,North America,Honduras
153563,2025-04-23,Atlanta,Honduras,Honduras,North America,Honduras
153564,2025-04-23,New Orleans,Honduras,Honduras,North America,Honduras
153565,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153566,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153567,2025-04-23,Chicago,El Salvador,El Salvador,North America,El Salvador
153568,2025-04-23,Newark,Dominican Republic,Dominican Republic,North America,Dominican Republic
153569,2025-04-23,Los Angeles,Mexico,Mexico,North America,Mexico
153570,2025-04-23,Houston,Honduras,Honduras,North America,Honduras
153571,2025-04-22,Atlanta,Mexico,Mexico,North America,Mexico
153572,2025-04-23,Houston,Mexico,Mexico,North America,Mexico
153573,2025-04-23,Denver,Guatemala,Guatemala,North America,Guatemala
153574,2025-04-23,New Orleans,Honduras,Honduras,North America,Honduras
153575,2025-04-23,Boston,Laos,Laos,Asia,Laos
153576,2025-04-23,San Antonio,Mexico,Mexico,North America,Mexico
153577,2025-04-23,Buffalo,Honduras,Honduras,North America,Honduras
153578,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153579,2025-04-22,San Antonio,Mexico,Mexico,North America,Mexico
153580,2025-04-23,Chicago,Guatemala,Guatemala,North America,Guatemala
153581,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153582,2025-03-23,Dallas,Mexico,Mexico,North America,Mexico
153583,2025-04-23,Philadelphia,Mexico,Mexico,North America,Mexico
153584,2025-04-23,Seattle,Mexico,Mexico,North America,Mexico
153585,2025-04-23,Philadelphia,Mexico,Mexico,North America,Mexico
153586,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153587,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153588,2025-04-24,Phoenix,Mexico,Mexico,North America,Mexico
153589,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153590,2025-04-23,Phoenix,Mexico,Mexico,North America,Mexico
153591,2025-04-23,Dallas,Honduras,Honduras,North America,Honduras
153592,2025-04-23,Salt Lake City,Mexico,Mexico,North America,Mexico
153593,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153594,2024-10-22,Miami,Mexico,Mexico,North America,Mexico
153595,2025-04-23,Los Angeles,Laos,Laos,Asia,Laos
153596,2025-04-23,Denver,Mexico,Mexico,North America,Mexico
153597,2025-04-23,Salt Lake City,Honduras,Honduras,North America,Honduras
153598,2025-04-23,New York City,Dominican Republic,Dominican Republic,North America,Dominican Republic
153599,2025-04-23,Los Angeles,Mexico,Mexico,North America,Mexico
153600,2025-04-23,Los Angeles,Mexico,Mexico,North America,Mexico
153601,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153602,2025-04-23,St. Paul,Mexico,Mexico,North America,Mexico
153603,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153604,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153605,2025-04-23,Atlanta,El Salvador,El Salvador,North America,El Salvador
153606,2025-04-23,Chicago,Mexico,Mexico,North America,Mexico
153607,2025-04-22,Atlanta,Guatemala,Guatemala,North America,Guatemala
153608,2025-04-23,Houston,Mexico,Mexico,North America,Mexico
153609,2025-04-22,Atlanta,Guatemala,Guatemala,North America,Guatemala
153610,2025-04-22,Atlanta,Mexico,Mexico,North America,Mexico
153611,2025-04-23,Chicago,Venezuela,Venezuela,South America,Venezuela
153612,2025-04-23,Atlanta,Honduras,Honduras,North America,Honduras
153613,2025-04-21,Atlanta,Guatemala,Guatemala,North America,Guatemala
153614,2025-04-23,Atlanta,Guatemala,Guatemala,North America,Guatemala
153615,2025-04-23,Atlanta,El Salvador,El Salvador,North America,El Salvador
153616,2025-04-23,Atlanta,Venezuela,Venezuela,South America,Venezuela
153617,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153618,2025-04-23,Salt Lake City,Mexico,Mexico,North America,Mexico
153619,2025-04-23,Atlanta,Venezuela,Venezuela,South America,Venezuela
153620,2025-04-23,Atlanta,Bahamas,Bahamas,North America,Bahamas
153621,2025-04-23,San Antonio,Mexico,Mexico,North America,Mexico
153622,2025-04-23,Denver,Mexico,Mexico,North America,Mexico
153623,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153624,2025-04-23,Harlingen,Mexico,Mexico,North America,Mexico
153625,2025-04-25,Miami,Venezuela,Venezuela,South America,Venezuela
153626,2025-04-23,Dallas,Venezuela,Venezuela,South America,Venezuela
153627,2025-04-23,Chicago,El Salvador,El Salvador,North America,El Salvador
153628,2025-04-23,Miami,Colombia,Colombia,South America,Colombia
153629,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153630,2025-04-23,Dallas,Guatemala,Guatemala,North America,Guatemala
153631,2025-04-25,Miami,Brazil,Brazil,South America,Brazil
153632,2025-04-23,Miami,Nicaragua,Nicaragua,North America,Nicaragua
153633,2025-04-23,Chicago,Colombia,Colombia,South America,Colombia
153634,2025-04-23,Denver,Mexico,Mexico,North America,Mexico
153635,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153636,2025-04-23,Dallas,Zimbabwe,Zimbabwe,Africa,Zimbabwe
153637,2025-04-23,Philadelphia,Nicaragua,Nicaragua,North America,Nicaragua
153638,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153639,2025-04-23,Denver,Colombia,Colombia,South America,Colombia
153640,2025-04-23,Dallas,Mexico,Mexico,North America,Mexico
153641,2025-04-23,Chicago,Honduras,Honduras,North America,Honduras
153642,2025-04-23,Miami,Guatemala,Guatemala,North America,Guatemala
153643,2025-04-23,Atlanta,Guatemala,Guatemala,North America,Guatemala
153644,2025-04-23,New York City,Guatemala,Guatemala,North America,Guatemala
153645,2025-04-23,New York City,Dominican Republic,Dominican Republic,North America,Dominican Republic
153646,2025-04-23,New Orleans,Honduras,Honduras,North America,Honduras
153647,2025-04-23,Denver,Mexico,Mexico,North America,Mexico
153648,2025-04-23,Dallas,Vietnam,Vietnam,Asia,Vietnam
153649,2025-04-23,Detroit,Mexico,Mexico,North America,Mexico
153650,2025-04-23,New Orleans,El Salvador,El Salvador,North America,El Salvador
153651,2025-03-05,Atlanta,El Salvador,El Salvador,North America,El Salvador
153652,2025-04-23,San Antonio,El Salvador,El Salvador,North America,El Salvador
153653,2025-04-23,Buffalo,Mexico,Mexico,North America,Mexico
153654,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153655,2025-04-23,New Orleans,Mexico,Mexico,North America,Mexico
153656,2025-04-23,Houston,Honduras,Honduras,North America,Honduras
153657,2025-04-23,New Orleans,El Salvador,El Salvador,North America,El Salvador
153658,2025-04-23,San Francisco,Mexico,Mexico,North America,Mexico
153659,2025-04-23,Chicago,Mexico,Mexico,North America,Mexico
153660,2025-04-21,Atlanta,Guatemala,Guatemala,North America,Guatemala
153661,2025-04-23,Miami,Honduras,Honduras,North America,Honduras
153662,2025-04-23,Los Angeles,Mexico,Mexico,North America,Mexico
153663,2025-04-23,Atlanta,Mexico,Mexico,North America,Mexico
153664,2025-04-23,Philadelphia,Ecuador,Ecuador,South America,Ecuador
153665,2025-04-23,Washington,Honduras,Honduras,North America,Honduras
153666,2025-04-23,Houston,Mexico,Mexico,North America,Mexico
153667,2025-04-23,Newark,Dominican Republic,Dominican Republic,North America,Dominican Republic
153668,2025-04-23,St. Paul,Somalia,Somalia,Africa,Somalia
153669,2025-04-23,Baltimore,Nicaragua,Nicaragua,North America,Nicaragua
153670,2025-04-23,Philadelphia,Ecuador,Ecuador,South America,Ecuador
153671,2024-10-22,St. Paul,Mexico,Mexico,North America,Mexico
153672,2025-04-23,Phoenix,Mexico,Mexico,North America,Mexico
153673,2025-04-23,New York City,Guatemala,Guatemala,North America,Guatemala
153674,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153675,2025-04-23,New Orleans,Guatemala,Guatemala,North America,Guatemala
153676,2025-04-23,Miami,Dominican Republic,Dominican Republic,North America,Dominican Republic
153677,2025-04-23,St. Paul,Mexico,Mexico,North America,Mexico
153678,2025-04-23,San Antonio,Mexico,Mexico,North America,Mexico
153679,2025-04-23,Los Angeles,Cuba,Cuba,North America,Cuba
153680,2025-04-23,Seattle,India,India,Asia,India
153681,2025-04-23,Los Angeles,Mexico,Mexico,North America,Mexico
153682,2025-04-23,Chicago,Nicaragua,Nicaragua,North America,Nicaragua
153683,2025-04-23,Miami,Canada,Canada,North America,Canada
153684,2025-04-23,El Paso,Venezuela,Venezuela,South America,Venezuela
153685,2025-04-23,Miami,Honduras,Honduras,North America,Honduras
153686,2025-04-23,New Orleans,El Salvador,El Salvador,North America,El Salvador
153687,2025-09-19,El Paso,Mexico,Mexico,North America,Mexico
153688,2025-04-23,St. Paul,Mexico,Mexico,North America,Mexico
153689,2024-10-01,St. Paul,Mexico,Mexico,North America,Mexico
153690,2025-04-23,Miami,Mexico,Mexico,North America,Mexico
153691,2025-04-23,Chicago,Mexico,Mexico,North America,Mexico
153692,2025-04-23,Philadelphia,Ecuador,Ecuador,South America,Ecuador
153693,2025-04-23,Seattle,Honduras,Honduras,North America,Honduras
153694,2025-04-23,Philadelphia,Ecuador,Ecuador,South America,Ecuador
153695,2025-04-23,Philadelphia,Ecuador,Ecuador,South America,Ecuador
153696,2025-04-23,New Orleans,Honduras,Honduras,North America,Honduras
