aor_nam,Apprehension Date,arrests,week_rolling_avg,Administration
Atlanta,2017-03-10,47,47.0,Trump 1.0
Atlanta,2017-03-11,35,51.0,Trump 1.0
Atlanta,2017-03-12,24,52.0,Trump 1.0
Atlanta,2017-03-13,59,54.0,Trump 1.0
Atlanta,2017-03-14,75,53.0,Trump 1.0
Atlanta,2017-03-15,63,53.0,Trump 1.0
Atlanta,2017-03-16,70,53.0,Trump 1.0
Atlanta,2017-03-17,40,52.0,Trump 1.0
Atlanta,2017-03-18,11,49.0,Trump 1.0
Atlanta,2017-03-19,18,48.0,Trump 1.0
Atlanta,2017-03-20,55,47.0,Trump 1.0
Atlanta,2017-03-21,42,43.0,Trump 1.0
Atlanta,2017-03-22,69,44.0,Trump 1.0
Atlanta,2017-03-23,43,40.0,Trump 1.0
Atlanta,2017-03-24,42,40.0,Trump 1.0
Atlanta,2017-03-25,11,40.0,Trump 1.0
Atlanta,2017-03-26,34,42.0,Trump 1.0
Atlanta,2017-03-27,52,42.0,Trump 1.0
Atlanta,2017-03-28,67,45.0,Trump 1.0
Atlanta,2017-03-29,55,43.0,Trump 1.0
Atlanta,2017-03-30,59,46.0,Trump 1.0
Atlanta,2017-03-31,41,46.0,Trump 1.0
Atlanta,2017-04-01,9,45.0,Trump 1.0
Atlanta,2017-04-02,22,44.0,Trump 1.0
Atlanta,2017-04-03,39,42.0,Trump 1.0
Atlanta,2017-04-04,54,40.0,Trump 1.0
Atlanta,2017-04-05,54,40.0,Trump 1.0
Atlanta,2017-04-06,52,39.0,Trump 1.0
Atlanta,2017-04-07,41,39.0,Trump 1.0
Atlanta,2017-04-08,14,39.0,Trump 1.0
Atlanta,2017-04-09,12,38.0,Trump 1.0
Atlanta,2017-04-10,53,40.0,Trump 1.0
Atlanta,2017-04-11,53,40.0,Trump 1.0
Atlanta,2017-04-12,69,42.0,Trump 1.0
Atlanta,2017-04-13,57,43.0,Trump 1.0
Atlanta,2017-04-14,27,41.0,Trump 1.0
Atlanta,2017-04-15,16,41.0,Trump 1.0
Atlanta,2017-04-16,13,41.0,Trump 1.0
Atlanta,2017-04-17,45,40.0,Trump 1.0
Atlanta,2017-04-18,53,40.0,Trump 1.0
Atlanta,2017-04-19,64,39.0,Trump 1.0
Atlanta,2017-04-20,62,40.0,Trump 1.0
Atlanta,2017-04-21,45,43.0,Trump 1.0
Atlanta,2017-04-22,11,42.0,Trump 1.0
Atlanta,2017-04-23,8,41.0,Trump 1.0
Atlanta,2017-04-24,42,41.0,Trump 1.0
Atlanta,2017-04-25,57,41.0,Trump 1.0
Atlanta,2017-04-26,58,40.0,Trump 1.0
Atlanta,2017-04-27,50,39.0,Trump 1.0
Atlanta,2017-04-28,41,38.0,Trump 1.0
Atlanta,2017-04-29,12,38.0,Trump 1.0
Atlanta,2017-04-30,19,40.0,Trump 1.0
Atlanta,2017-05-01,56,42.0,Trump 1.0
Atlanta,2017-05-02,48,41.0,Trump 1.0
Atlanta,2017-05-03,54,40.0,Trump 1.0
Atlanta,2017-05-04,53,40.0,Trump 1.0
Atlanta,2017-05-05,50,42.0,Trump 1.0
Atlanta,2017-05-06,1,40.0,Trump 1.0
Atlanta,2017-05-07,10,39.0,Trump 1.0
Atlanta,2017-05-08,63,40.0,Trump 1.0
Atlanta,2017-05-09,53,41.0,Trump 1.0
Atlanta,2017-05-10,57,41.0,Trump 1.0
Atlanta,2017-05-11,53,41.0,Trump 1.0
Atlanta,2017-05-12,41,40.0,Trump 1.0
Atlanta,2017-05-13,14,42.0,Trump 1.0
Atlanta,2017-05-14,6,41.0,Trump 1.0
Atlanta,2017-05-15,65,41.0,Trump 1.0
Atlanta,2017-05-16,70,44.0,Trump 1.0
Atlanta,2017-05-17,57,44.0,Trump 1.0
Atlanta,2017-05-18,76,47.0,Trump 1.0
Atlanta,2017-05-19,54,49.0,Trump 1.0
Atlanta,2017-05-20,4,47.0,Trump 1.0
Atlanta,2017-05-21,20,49.0,Trump 1.0
Atlanta,2017-05-22,61,49.0,Trump 1.0
Atlanta,2017-05-23,47,46.0,Trump 1.0
Atlanta,2017-05-24,61,46.0,Trump 1.0
Atlanta,2017-05-25,61,44.0,Trump 1.0
Atlanta,2017-05-26,55,44.0,Trump 1.0
Atlanta,2017-05-27,9,45.0,Trump 1.0
Atlanta,2017-05-28,13,44.0,Trump 1.0
Atlanta,2017-05-29,29,39.0,Trump 1.0
Atlanta,2017-05-30,65,42.0,Trump 1.0
Atlanta,2017-05-31,60,42.0,Trump 1.0
Atlanta,2017-06-01,67,43.0,Trump 1.0
Atlanta,2017-06-02,39,40.0,Trump 1.0
Atlanta,2017-06-03,7,40.0,Trump 1.0
Atlanta,2017-06-04,9,39.0,Trump 1.0
Atlanta,2017-06-05,58,44.0,Trump 1.0
Atlanta,2017-06-06,45,41.0,Trump 1.0
Atlanta,2017-06-07,68,42.0,Trump 1.0
Atlanta,2017-06-08,40,38.0,Trump 1.0
Atlanta,2017-06-09,39,38.0,Trump 1.0
Atlanta,2017-06-10,50,44.0,Trump 1.0
Atlanta,2017-06-11,11,44.0,Trump 1.0
Atlanta,2017-06-12,69,46.0,Trump 1.0
Atlanta,2017-06-13,58,48.0,Trump 1.0
Atlanta,2017-06-14,63,47.0,Trump 1.0
Atlanta,2017-06-15,71,52.0,Trump 1.0
Atlanta,2017-06-16,65,55.0,Trump 1.0
Atlanta,2017-06-17,7,49.0,Trump 1.0
Atlanta,2017-06-18,12,49.0,Trump 1.0
Atlanta,2017-06-19,67,49.0,Trump 1.0
Atlanta,2017-06-20,41,47.0,Trump 1.0
Atlanta,2017-06-21,58,46.0,Trump 1.0
Atlanta,2017-06-22,68,45.0,Trump 1.0
Atlanta,2017-06-23,41,42.0,Trump 1.0
Atlanta,2017-06-24,3,41.0,Trump 1.0
Atlanta,2017-06-25,10,41.0,Trump 1.0
Atlanta,2017-06-26,63,41.0,Trump 1.0
Atlanta,2017-06-27,72,45.0,Trump 1.0
Atlanta,2017-06-28,76,48.0,Trump 1.0
Atlanta,2017-06-29,92,51.0,Trump 1.0
Atlanta,2017-06-30,50,52.0,Trump 1.0
Atlanta,2017-07-01,17,54.0,Trump 1.0
Atlanta,2017-07-02,7,54.0,Trump 1.0
Atlanta,2017-07-03,45,51.0,Trump 1.0
Atlanta,2017-07-04,16,43.0,Trump 1.0
Atlanta,2017-07-05,53,40.0,Trump 1.0
Atlanta,2017-07-06,55,35.0,Trump 1.0
Atlanta,2017-07-07,41,33.0,Trump 1.0
Atlanta,2017-07-08,9,32.0,Trump 1.0
Atlanta,2017-07-09,14,33.0,Trump 1.0
Atlanta,2017-07-10,55,35.0,Trump 1.0
Atlanta,2017-07-11,66,42.0,Trump 1.0
Atlanta,2017-07-12,66,44.0,Trump 1.0
Atlanta,2017-07-13,65,45.0,Trump 1.0
Atlanta,2017-07-14,50,46.0,Trump 1.0
Atlanta,2017-07-15,6,46.0,Trump 1.0
Atlanta,2017-07-16,15,46.0,Trump 1.0
Atlanta,2017-07-17,58,47.0,Trump 1.0
Atlanta,2017-07-18,58,45.0,Trump 1.0
Atlanta,2017-07-19,68,46.0,Trump 1.0
Atlanta,2017-07-20,56,44.0,Trump 1.0
Atlanta,2017-07-21,41,43.0,Trump 1.0
Atlanta,2017-07-22,12,44.0,Trump 1.0
Atlanta,2017-07-23,41,48.0,Trump 1.0
Atlanta,2017-07-24,70,49.0,Trump 1.0
Atlanta,2017-07-25,82,53.0,Trump 1.0
Atlanta,2017-07-26,67,53.0,Trump 1.0
Atlanta,2017-07-27,41,51.0,Trump 1.0
Atlanta,2017-07-28,43,51.0,Trump 1.0
Atlanta,2017-07-29,14,51.0,Trump 1.0
Atlanta,2017-07-30,12,47.0,Trump 1.0
Atlanta,2017-07-31,67,47.0,Trump 1.0
Atlanta,2017-08-01,48,42.0,Trump 1.0
Atlanta,2017-08-02,87,45.0,Trump 1.0
Atlanta,2017-08-03,54,46.0,Trump 1.0
Atlanta,2017-08-04,42,46.0,Trump 1.0
Atlanta,2017-08-05,11,46.0,Trump 1.0
Atlanta,2017-08-06,23,47.0,Trump 1.0
Atlanta,2017-08-07,43,44.0,Trump 1.0
Atlanta,2017-08-08,53,45.0,Trump 1.0
Atlanta,2017-08-09,54,40.0,Trump 1.0
Atlanta,2017-08-10,62,41.0,Trump 1.0
Atlanta,2017-08-11,60,44.0,Trump 1.0
Atlanta,2017-08-12,10,44.0,Trump 1.0
Atlanta,2017-08-13,21,43.0,Trump 1.0
Atlanta,2017-08-14,48,44.0,Trump 1.0
Atlanta,2017-08-15,48,43.0,Trump 1.0
Atlanta,2017-08-16,58,44.0,Trump 1.0
Atlanta,2017-08-17,48,42.0,Trump 1.0
Atlanta,2017-08-18,44,40.0,Trump 1.0
Atlanta,2017-08-19,22,41.0,Trump 1.0
Atlanta,2017-08-20,21,41.0,Trump 1.0
Atlanta,2017-08-21,54,42.0,Trump 1.0
Atlanta,2017-08-22,54,43.0,Trump 1.0
Atlanta,2017-08-23,76,46.0,Trump 1.0
Atlanta,2017-08-24,51,46.0,Trump 1.0
Atlanta,2017-08-25,53,47.0,Trump 1.0
Atlanta,2017-08-26,5,45.0,Trump 1.0
Atlanta,2017-08-27,28,46.0,Trump 1.0
Atlanta,2017-08-28,66,48.0,Trump 1.0
Atlanta,2017-08-29,51,47.0,Trump 1.0
Atlanta,2017-08-30,75,47.0,Trump 1.0
Atlanta,2017-08-31,50,47.0,Trump 1.0
Atlanta,2017-09-01,44,46.0,Trump 1.0
Atlanta,2017-09-02,11,46.0,Trump 1.0
Atlanta,2017-09-03,20,45.0,Trump 1.0
Atlanta,2017-09-04,28,40.0,Trump 1.0
Atlanta,2017-09-05,59,41.0,Trump 1.0
Atlanta,2017-09-06,57,38.0,Trump 1.0
Atlanta,2017-09-07,51,39.0,Trump 1.0
Atlanta,2017-09-08,65,42.0,Trump 1.0
Atlanta,2017-09-09,7,41.0,Trump 1.0
Atlanta,2017-09-10,12,40.0,Trump 1.0
Atlanta,2017-09-11,29,40.0,Trump 1.0
Atlanta,2017-09-12,39,37.0,Trump 1.0
Atlanta,2017-09-13,64,38.0,Trump 1.0
Atlanta,2017-09-14,55,39.0,Trump 1.0
Atlanta,2017-09-15,37,35.0,Trump 1.0
Atlanta,2017-09-16,9,35.0,Trump 1.0
Atlanta,2017-09-17,18,36.0,Trump 1.0
Atlanta,2017-09-18,68,41.0,Trump 1.0
Atlanta,2017-09-19,63,45.0,Trump 1.0
Atlanta,2017-09-20,67,45.0,Trump 1.0
Atlanta,2017-09-21,69,47.0,Trump 1.0
Atlanta,2017-09-22,49,49.0,Trump 1.0
Atlanta,2017-09-23,12,49.0,Trump 1.0
Atlanta,2017-09-24,33,52.0,Trump 1.0
Atlanta,2017-09-25,57,50.0,Trump 1.0
Atlanta,2017-09-26,48,48.0,Trump 1.0
Atlanta,2017-09-27,89,51.0,Trump 1.0
Atlanta,2017-09-28,46,48.0,Trump 1.0
Atlanta,2017-09-29,46,47.0,Trump 1.0
Atlanta,2017-09-30,9,47.0,Trump 1.0
Atlanta,2017-10-01,26,46.0,Trump 1.0
Atlanta,2017-10-02,45,44.0,Trump 1.0
Atlanta,2017-10-03,49,44.0,Trump 1.0
Atlanta,2017-10-04,60,40.0,Trump 1.0
Atlanta,2017-10-05,64,43.0,Trump 1.0
Atlanta,2017-10-06,42,42.0,Trump 1.0
Atlanta,2017-10-07,12,43.0,Trump 1.0
Atlanta,2017-10-08,23,42.0,Trump 1.0
Atlanta,2017-10-09,40,41.0,Trump 1.0
Atlanta,2017-10-10,73,45.0,Trump 1.0
Atlanta,2017-10-11,61,45.0,Trump 1.0
Atlanta,2017-10-12,50,43.0,Trump 1.0
Atlanta,2017-10-13,60,46.0,Trump 1.0
Atlanta,2017-10-14,8,45.0,Trump 1.0
Atlanta,2017-10-15,25,45.0,Trump 1.0
Atlanta,2017-10-16,53,47.0,Trump 1.0
Atlanta,2017-10-17,63,46.0,Trump 1.0
Atlanta,2017-10-18,59,45.0,Trump 1.0
Atlanta,2017-10-19,63,47.0,Trump 1.0
Atlanta,2017-10-20,53,46.0,Trump 1.0
Atlanta,2017-10-21,13,47.0,Trump 1.0
Atlanta,2017-10-22,23,47.0,Trump 1.0
Atlanta,2017-10-23,42,45.0,Trump 1.0
Atlanta,2017-10-24,54,44.0,Trump 1.0
Atlanta,2017-10-25,51,43.0,Trump 1.0
Atlanta,2017-10-26,56,42.0,Trump 1.0
Atlanta,2017-10-27,46,41.0,Trump 1.0
Atlanta,2017-10-28,11,40.0,Trump 1.0
Atlanta,2017-10-29,20,40.0,Trump 1.0
Atlanta,2017-10-30,55,42.0,Trump 1.0
Atlanta,2017-10-31,56,42.0,Trump 1.0
Atlanta,2017-11-01,49,42.0,Trump 1.0
Atlanta,2017-11-02,80,45.0,Trump 1.0
Atlanta,2017-11-03,52,46.0,Trump 1.0
Atlanta,2017-11-04,16,47.0,Trump 1.0
Atlanta,2017-11-05,33,49.0,Trump 1.0
Atlanta,2017-11-06,50,48.0,Trump 1.0
Atlanta,2017-11-07,77,51.0,Trump 1.0
Atlanta,2017-11-08,68,54.0,Trump 1.0
Atlanta,2017-11-09,42,48.0,Trump 1.0
Atlanta,2017-11-10,10,42.0,Trump 1.0
Atlanta,2017-11-11,15,42.0,Trump 1.0
Atlanta,2017-11-12,19,40.0,Trump 1.0
Atlanta,2017-11-13,40,39.0,Trump 1.0
Atlanta,2017-11-14,56,36.0,Trump 1.0
Atlanta,2017-11-15,77,37.0,Trump 1.0
Atlanta,2017-11-16,53,39.0,Trump 1.0
Atlanta,2017-11-17,62,46.0,Trump 1.0
Atlanta,2017-11-18,19,47.0,Trump 1.0
Atlanta,2017-11-19,33,49.0,Trump 1.0
Atlanta,2017-11-20,53,50.0,Trump 1.0
Atlanta,2017-11-21,52,50.0,Trump 1.0
Atlanta,2017-11-22,44,45.0,Trump 1.0
Atlanta,2017-11-23,6,38.0,Trump 1.0
Atlanta,2017-11-24,29,34.0,Trump 1.0
Atlanta,2017-11-25,8,32.0,Trump 1.0
Atlanta,2017-11-26,14,29.0,Trump 1.0
Atlanta,2017-11-27,56,30.0,Trump 1.0
Atlanta,2017-11-28,55,30.0,Trump 1.0
Atlanta,2017-11-29,54,32.0,Trump 1.0
Atlanta,2017-11-30,68,41.0,Trump 1.0
Atlanta,2017-12-01,37,42.0,Trump 1.0
Atlanta,2017-12-02,36,46.0,Trump 1.0
Atlanta,2017-12-03,21,47.0,Trump 1.0
Atlanta,2017-12-04,74,49.0,Trump 1.0
Atlanta,2017-12-05,75,52.0,Trump 1.0
Atlanta,2017-12-06,61,53.0,Trump 1.0
Atlanta,2017-12-07,47,50.0,Trump 1.0
Atlanta,2017-12-08,26,49.0,Trump 1.0
Atlanta,2017-12-09,5,44.0,Trump 1.0
Atlanta,2017-12-10,18,44.0,Trump 1.0
Atlanta,2017-12-11,50,40.0,Trump 1.0
Atlanta,2017-12-12,66,39.0,Trump 1.0
Atlanta,2017-12-13,49,37.0,Trump 1.0
Atlanta,2017-12-14,70,41.0,Trump 1.0
Atlanta,2017-12-15,42,43.0,Trump 1.0
Atlanta,2017-12-16,6,43.0,Trump 1.0
Atlanta,2017-12-17,29,45.0,Trump 1.0
Atlanta,2017-12-18,43,44.0,Trump 1.0
Atlanta,2017-12-19,70,44.0,Trump 1.0
Atlanta,2017-12-20,50,44.0,Trump 1.0
Atlanta,2017-12-21,39,40.0,Trump 1.0
Atlanta,2017-12-22,40,40.0,Trump 1.0
Atlanta,2017-12-23,9,40.0,Trump 1.0
Atlanta,2017-12-24,27,40.0,Trump 1.0
Atlanta,2017-12-25,7,35.0,Trump 1.0
Atlanta,2017-12-26,33,29.0,Trump 1.0
Atlanta,2017-12-27,34,27.0,Trump 1.0
Atlanta,2017-12-28,28,25.0,Trump 1.0
Atlanta,2017-12-29,21,23.0,Trump 1.0
Atlanta,2017-12-30,8,23.0,Trump 1.0
Atlanta,2017-12-31,12,20.0,Trump 1.0
Atlanta,2018-01-01,13,21.0,Trump 1.0
Atlanta,2018-01-02,48,23.0,Trump 1.0
Atlanta,2018-01-03,51,26.0,Trump 1.0
Atlanta,2018-01-04,27,26.0,Trump 1.0
Atlanta,2018-01-05,44,29.0,Trump 1.0
Atlanta,2018-01-06,11,29.0,Trump 1.0
Atlanta,2018-01-07,23,31.0,Trump 1.0
Atlanta,2018-01-08,32,34.0,Trump 1.0
Atlanta,2018-01-09,43,33.0,Trump 1.0
Atlanta,2018-01-10,51,33.0,Trump 1.0
Atlanta,2018-01-11,75,40.0,Trump 1.0
Atlanta,2018-01-12,36,39.0,Trump 1.0
Atlanta,2018-01-13,11,39.0,Trump 1.0
Atlanta,2018-01-14,13,37.0,Trump 1.0
Atlanta,2018-01-15,21,36.0,Trump 1.0
Atlanta,2018-01-16,71,40.0,Trump 1.0
Atlanta,2018-01-17,19,35.0,Trump 1.0
Atlanta,2018-01-18,22,28.0,Trump 1.0
Atlanta,2018-01-19,63,31.0,Trump 1.0
Atlanta,2018-01-20,4,30.0,Trump 1.0
Atlanta,2018-01-21,35,34.0,Trump 1.0
Atlanta,2018-01-22,54,38.0,Trump 1.0
Atlanta,2018-01-23,49,35.0,Trump 1.0
Atlanta,2018-01-24,54,40.0,Trump 1.0
Atlanta,2018-01-25,58,45.0,Trump 1.0
Atlanta,2018-01-26,49,43.0,Trump 1.0
Atlanta,2018-01-27,17,45.0,Trump 1.0
Atlanta,2018-01-28,14,42.0,Trump 1.0
Atlanta,2018-01-29,53,42.0,Trump 1.0
Atlanta,2018-01-30,59,43.0,Trump 1.0
Atlanta,2018-01-31,59,44.0,Trump 1.0
Atlanta,2018-02-01,58,44.0,Trump 1.0
Atlanta,2018-02-02,44,43.0,Trump 1.0
Atlanta,2018-02-03,8,42.0,Trump 1.0
Atlanta,2018-02-04,24,44.0,Trump 1.0
Atlanta,2018-02-05,63,45.0,Trump 1.0
Atlanta,2018-02-06,59,45.0,Trump 1.0
Atlanta,2018-02-07,57,45.0,Trump 1.0
Atlanta,2018-02-08,48,43.0,Trump 1.0
Atlanta,2018-02-09,54,45.0,Trump 1.0
Atlanta,2018-02-10,12,45.0,Trump 1.0
Atlanta,2018-02-11,31,46.0,Trump 1.0
Atlanta,2018-02-12,58,46.0,Trump 1.0
Atlanta,2018-02-13,61,46.0,Trump 1.0
Atlanta,2018-02-14,69,48.0,Trump 1.0
Atlanta,2018-02-15,56,49.0,Trump 1.0
Atlanta,2018-02-16,44,47.0,Trump 1.0
Atlanta,2018-02-17,33,50.0,Trump 1.0
Atlanta,2018-02-18,13,48.0,Trump 1.0
Atlanta,2018-02-19,20,42.0,Trump 1.0
Atlanta,2018-02-20,56,42.0,Trump 1.0
Atlanta,2018-02-21,70,42.0,Trump 1.0
Atlanta,2018-02-22,69,44.0,Trump 1.0
Atlanta,2018-02-23,64,46.0,Trump 1.0
Atlanta,2018-02-24,25,45.0,Trump 1.0
Atlanta,2018-02-25,46,50.0,Trump 1.0
Atlanta,2018-02-26,58,55.0,Trump 1.0
Atlanta,2018-02-27,57,56.0,Trump 1.0
Atlanta,2018-02-28,53,53.0,Trump 1.0
Atlanta,2018-03-01,48,50.0,Trump 1.0
Atlanta,2018-03-02,41,47.0,Trump 1.0
Atlanta,2018-03-03,17,46.0,Trump 1.0
Atlanta,2018-03-04,21,42.0,Trump 1.0
Atlanta,2018-03-05,45,40.0,Trump 1.0
Atlanta,2018-03-06,50,39.0,Trump 1.0
Atlanta,2018-03-07,43,38.0,Trump 1.0
Atlanta,2018-03-08,55,39.0,Trump 1.0
Atlanta,2018-03-09,32,38.0,Trump 1.0
Atlanta,2018-03-10,17,38.0,Trump 1.0
Atlanta,2018-03-11,27,38.0,Trump 1.0
Atlanta,2018-03-12,31,36.0,Trump 1.0
Atlanta,2018-03-13,59,38.0,Trump 1.0
Atlanta,2018-03-14,59,40.0,Trump 1.0
Atlanta,2018-03-15,46,39.0,Trump 1.0
Atlanta,2018-03-16,42,40.0,Trump 1.0
Atlanta,2018-03-17,14,40.0,Trump 1.0
Atlanta,2018-03-18,35,41.0,Trump 1.0
Atlanta,2018-03-19,53,44.0,Trump 1.0
Atlanta,2018-03-20,41,41.0,Trump 1.0
Atlanta,2018-03-21,57,41.0,Trump 1.0
Atlanta,2018-03-22,41,40.0,Trump 1.0
Atlanta,2018-03-23,37,40.0,Trump 1.0
Atlanta,2018-03-24,13,40.0,Trump 1.0
Atlanta,2018-03-25,16,37.0,Trump 1.0
Atlanta,2018-03-26,41,35.0,Trump 1.0
Atlanta,2018-03-27,60,38.0,Trump 1.0
Atlanta,2018-03-28,51,37.0,Trump 1.0
Atlanta,2018-03-29,62,40.0,Trump 1.0
Atlanta,2018-03-30,34,40.0,Trump 1.0
Atlanta,2018-03-31,11,39.0,Trump 1.0
Atlanta,2018-04-01,19,40.0,Trump 1.0
Atlanta,2018-04-02,47,41.0,Trump 1.0
Atlanta,2018-04-03,34,37.0,Trump 1.0
Atlanta,2018-04-04,53,37.0,Trump 1.0
Atlanta,2018-04-05,63,37.0,Trump 1.0
Atlanta,2018-04-06,42,38.0,Trump 1.0
Atlanta,2018-04-07,12,39.0,Trump 1.0
Atlanta,2018-04-08,18,38.0,Trump 1.0
Atlanta,2018-04-09,77,43.0,Trump 1.0
Atlanta,2018-04-10,69,48.0,Trump 1.0
Atlanta,2018-04-11,52,48.0,Trump 1.0
Atlanta,2018-04-12,58,47.0,Trump 1.0
Atlanta,2018-04-13,51,48.0,Trump 1.0
Atlanta,2018-04-14,24,50.0,Trump 1.0
Atlanta,2018-04-15,33,52.0,Trump 1.0
Atlanta,2018-04-16,56,49.0,Trump 1.0
Atlanta,2018-04-17,66,49.0,Trump 1.0
Atlanta,2018-04-18,51,48.0,Trump 1.0
Atlanta,2018-04-19,46,47.0,Trump 1.0
Atlanta,2018-04-20,45,46.0,Trump 1.0
Atlanta,2018-04-21,8,44.0,Trump 1.0
Atlanta,2018-04-22,14,41.0,Trump 1.0
Atlanta,2018-04-23,44,39.0,Trump 1.0
Atlanta,2018-04-24,49,37.0,Trump 1.0
Atlanta,2018-04-25,59,38.0,Trump 1.0
Atlanta,2018-04-26,39,37.0,Trump 1.0
Atlanta,2018-04-27,42,36.0,Trump 1.0
Atlanta,2018-04-28,7,36.0,Trump 1.0
Atlanta,2018-04-29,29,38.0,Trump 1.0
Atlanta,2018-04-30,49,39.0,Trump 1.0
Atlanta,2018-05-01,60,41.0,Trump 1.0
Atlanta,2018-05-02,60,41.0,Trump 1.0
Atlanta,2018-05-03,49,42.0,Trump 1.0
Atlanta,2018-05-04,45,43.0,Trump 1.0
Atlanta,2018-05-05,9,43.0,Trump 1.0
Atlanta,2018-05-06,33,44.0,Trump 1.0
Atlanta,2018-05-07,35,42.0,Trump 1.0
Atlanta,2018-05-08,52,40.0,Trump 1.0
Atlanta,2018-05-09,57,40.0,Trump 1.0
Atlanta,2018-05-10,49,40.0,Trump 1.0
Atlanta,2018-05-11,42,40.0,Trump 1.0
Atlanta,2018-05-12,12,40.0,Trump 1.0
Atlanta,2018-05-13,12,37.0,Trump 1.0
Atlanta,2018-05-14,47,39.0,Trump 1.0
Atlanta,2018-05-15,58,40.0,Trump 1.0
Atlanta,2018-05-16,41,37.0,Trump 1.0
Atlanta,2018-05-17,41,36.0,Trump 1.0
Atlanta,2018-05-18,40,36.0,Trump 1.0
Atlanta,2018-05-19,11,36.0,Trump 1.0
Atlanta,2018-05-20,21,37.0,Trump 1.0
Atlanta,2018-05-21,62,39.0,Trump 1.0
Atlanta,2018-05-22,42,37.0,Trump 1.0
Atlanta,2018-05-23,55,39.0,Trump 1.0
Atlanta,2018-05-24,45,39.0,Trump 1.0
Atlanta,2018-05-25,37,39.0,Trump 1.0
Atlanta,2018-05-26,13,39.0,Trump 1.0
Atlanta,2018-05-27,23,40.0,Trump 1.0
Atlanta,2018-05-28,20,34.0,Trump 1.0
Atlanta,2018-05-29,50,35.0,Trump 1.0
Atlanta,2018-05-30,60,35.0,Trump 1.0
Atlanta,2018-05-31,47,36.0,Trump 1.0
Atlanta,2018-06-01,42,36.0,Trump 1.0
Atlanta,2018-06-02,10,36.0,Trump 1.0
Atlanta,2018-06-03,24,36.0,Trump 1.0
Atlanta,2018-06-04,52,41.0,Trump 1.0
Atlanta,2018-06-05,47,40.0,Trump 1.0
Atlanta,2018-06-06,68,41.0,Trump 1.0
Atlanta,2018-06-07,46,41.0,Trump 1.0
Atlanta,2018-06-08,34,40.0,Trump 1.0
Atlanta,2018-06-09,13,41.0,Trump 1.0
Atlanta,2018-06-10,17,40.0,Trump 1.0
Atlanta,2018-06-11,51,39.0,Trump 1.0
Atlanta,2018-06-12,40,38.0,Trump 1.0
Atlanta,2018-06-13,55,37.0,Trump 1.0
Atlanta,2018-06-14,57,38.0,Trump 1.0
Atlanta,2018-06-15,28,37.0,Trump 1.0
Atlanta,2018-06-16,11,37.0,Trump 1.0
Atlanta,2018-06-17,15,37.0,Trump 1.0
Atlanta,2018-06-18,49,36.0,Trump 1.0
Atlanta,2018-06-19,47,37.0,Trump 1.0
Atlanta,2018-06-20,49,37.0,Trump 1.0
Atlanta,2018-06-21,46,35.0,Trump 1.0
Atlanta,2018-06-22,34,36.0,Trump 1.0
Atlanta,2018-06-23,14,36.0,Trump 1.0
Atlanta,2018-06-24,14,36.0,Trump 1.0
Atlanta,2018-06-25,42,35.0,Trump 1.0
Atlanta,2018-06-26,52,36.0,Trump 1.0
Atlanta,2018-06-27,47,36.0,Trump 1.0
Atlanta,2018-06-28,55,37.0,Trump 1.0
Atlanta,2018-06-29,39,38.0,Trump 1.0
Atlanta,2018-06-30,6,36.0,Trump 1.0
Atlanta,2018-07-01,25,38.0,Trump 1.0
Atlanta,2018-07-02,36,37.0,Trump 1.0
Atlanta,2018-07-03,32,34.0,Trump 1.0
Atlanta,2018-07-04,11,29.0,Trump 1.0
Atlanta,2018-07-05,47,28.0,Trump 1.0
Atlanta,2018-07-06,40,28.0,Trump 1.0
Atlanta,2018-07-07,9,29.0,Trump 1.0
Atlanta,2018-07-08,15,27.0,Trump 1.0
Atlanta,2018-07-09,71,32.0,Trump 1.0
Atlanta,2018-07-10,49,35.0,Trump 1.0
Atlanta,2018-07-11,49,40.0,Trump 1.0
Atlanta,2018-07-12,59,42.0,Trump 1.0
Atlanta,2018-07-13,43,42.0,Trump 1.0
Atlanta,2018-07-14,10,42.0,Trump 1.0
Atlanta,2018-07-15,30,44.0,Trump 1.0
Atlanta,2018-07-16,48,41.0,Trump 1.0
Atlanta,2018-07-17,70,44.0,Trump 1.0
Atlanta,2018-07-18,44,43.0,Trump 1.0
Atlanta,2018-07-19,50,42.0,Trump 1.0
Atlanta,2018-07-20,42,42.0,Trump 1.0
Atlanta,2018-07-21,4,41.0,Trump 1.0
Atlanta,2018-07-22,9,38.0,Trump 1.0
Atlanta,2018-07-23,56,39.0,Trump 1.0
Atlanta,2018-07-24,36,34.0,Trump 1.0
Atlanta,2018-07-25,42,34.0,Trump 1.0
Atlanta,2018-07-26,39,33.0,Trump 1.0
Atlanta,2018-07-27,45,33.0,Trump 1.0
Atlanta,2018-07-28,8,34.0,Trump 1.0
Atlanta,2018-07-29,9,34.0,Trump 1.0
Atlanta,2018-07-30,54,33.0,Trump 1.0
Atlanta,2018-07-31,47,35.0,Trump 1.0
Atlanta,2018-08-01,40,35.0,Trump 1.0
Atlanta,2018-08-02,44,35.0,Trump 1.0
Atlanta,2018-08-03,37,34.0,Trump 1.0
Atlanta,2018-08-04,12,35.0,Trump 1.0
Atlanta,2018-08-05,18,36.0,Trump 1.0
Atlanta,2018-08-06,52,36.0,Trump 1.0
Atlanta,2018-08-07,54,37.0,Trump 1.0
Atlanta,2018-08-08,53,39.0,Trump 1.0
