apprehension_date,Apprehension Method
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,Non-Custodial Arrest
12/11/15,CAP Local Incarceration
12/11/15,Other efforts
12/11/15,CAP Federal Incarceration
12/11/15,CAP State Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,Non-Custodial Arrest
12/11/15,CAP Federal Incarceration
12/11/15,Other efforts
12/11/15,Probation and Parole
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,Located
12/11/15,CAP State Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,Located
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,Probation and Parole
12/11/15,CAP Local Incarceration
12/11/15,CAP State Incarceration
12/11/15,Located
12/11/15,Located
12/11/15,Located
12/11/15,Non-Custodial Arrest
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,287(g) Program
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,287(g) Program
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,Located
12/11/15,287(g) Program
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP State Incarceration
12/11/15,Located
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,Non-Custodial Arrest
12/11/15,Non-Custodial Arrest
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,Probation and Parole
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,Other efforts
12/11/15,Located
12/11/15,Located
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP State Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,ERO Reprocessed Arrest
12/11/15,CAP Federal Incarceration
12/11/15,CAP State Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,Located
12/11/15,CAP Local Incarceration
12/11/15,CAP State Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP State Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,Located
12/11/15,CAP Local Incarceration
12/11/15,Located
12/11/15,CAP Federal Incarceration
12/11/15,CAP State Incarceration
12/11/15,Located
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP State Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,Located
12/11/15,CAP Federal Incarceration
12/11/15,Probation and Parole
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,ERO Reprocessed Arrest
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,Probation and Parole
12/11/15,CAP Federal Incarceration
12/11/15,CAP State Incarceration
12/11/15,CAP Local Incarceration
12/11/15,Non-Custodial Arrest
12/11/15,CAP State Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP State Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,Non-Custodial Arrest
12/11/15,CAP Federal Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,Located
12/11/15,CAP Local Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP State Incarceration
12/11/15,Non-Custodial Arrest
12/11/15,CAP State Incarceration
12/11/15,CAP Local Incarceration
12/11/15,Located
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/11/15,CAP Federal Incarceration
12/11/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,Other efforts
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,Located
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,Other Agency (turned over to INS)
12/10/15,287(g) Program
12/10/15,Probation and Parole
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,Probation and Parole
12/10/15,287(g) Program
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,287(g) Program
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Federal Incarceration
12/10/15,287(g) Program
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,287(g) Program
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,Located
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP Local Incarceration
12/10/15,Probation and Parole
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Probation and Parole
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,Located
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP State Incarceration
12/10/15,CAP State Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Non-Custodial Arrest
12/10/15,Located
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,Crewman/Stowaway
12/10/15,CAP Federal Incarceration
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP State Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Located
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Non-Custodial Arrest
12/10/15,Probation and Parole
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,287(g) Program
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,Located
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,Probation and Parole
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Located
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,Located
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP State Incarceration
12/10/15,Probation and Parole
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,ERO Reprocessed Arrest
12/10/15,Non-Custodial Arrest
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,287(g) Program
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,287(g) Program
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Probation and Parole
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,Probation and Parole
12/10/15,Located
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Probation and Parole
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,ERO Reprocessed Arrest
12/10/15,Non-Custodial Arrest
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP Local Incarceration
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Other efforts
12/10/15,Located
12/10/15,Patrol Interior
12/10/15,Located
12/10/15,Located
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,ERO Reprocessed Arrest
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,Located
12/10/15,Probation and Parole
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,ERO Reprocessed Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,287(g) Program
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Probation and Parole
12/10/15,Non-Custodial Arrest
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,Probation and Parole
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,Located
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/10/15,CAP State Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Probation and Parole
12/10/15,Non-Custodial Arrest
12/10/15,CAP Local Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,Non-Custodial Arrest
12/10/15,Law Enforcement Agency Response Unit
12/10/15,CAP Local Incarceration
12/10/15,CAP Federal Incarceration
12/10/15,CAP State Incarceration
12/10/15,CAP State Incarceration
12/10/15,Located
12/10/15,CAP Local Incarceration
12/10/15,Located
12/10/15,Located
12/10/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,Probation and Parole
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,287(g) Program
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,CAP Federal Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,287(g) Program
12/9/15,CAP Local Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,Located
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Probation and Parole
12/9/15,Located
12/9/15,Located
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,ERO Reprocessed Arrest
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,Probation and Parole
12/9/15,CAP Federal Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,287(g) Program
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,Non-Custodial Arrest
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,CAP Federal Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,287(g) Program
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,Located
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,ERO Reprocessed Arrest
12/9/15,287(g) Program
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,CAP State Incarceration
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,CAP State Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,CAP State Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,CAP State Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,ERO Reprocessed Arrest
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Probation and Parole
12/9/15,CAP State Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,Other efforts
12/9/15,CAP Federal Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Probation and Parole
12/9/15,CAP State Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,Other efforts
12/9/15,CAP Local Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,287(g) Program
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Probation and Parole
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,CAP Federal Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,Probation and Parole
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,CAP Federal Incarceration
12/9/15,287(g) Program
12/9/15,ERO Reprocessed Arrest
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,287(g) Program
12/9/15,CAP Federal Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,287(g) Program
12/9/15,ERO Reprocessed Arrest
12/9/15,CAP Federal Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,287(g) Program
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Other efforts
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,Located
12/9/15,Probation and Parole
12/9/15,Non-Custodial Arrest
12/9/15,CAP Federal Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Probation and Parole
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Probation and Parole
12/9/15,Located
12/9/15,CAP State Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,287(g) Program
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,CAP State Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,Located
